!exclamation-point	ˌɛkskləˈmeɪʃənˌpɔɪnt
"close-quote	ˈkloʊzˈkwoʊt
"double-quote	ˈdʌbəlˈkwoʊt
acordia	əˈkɔrdiːə
acorn	ˈeɪkɔrn
acorn's	ˈeɪkɔrnz
acorns	ˈeɪkɔrnz
acosta	əˈkɔstə
acott	ˈeɪkɔt
acoustic	əˈkuːstɪk
acoustical	əˈkuːstɪkəl
acoustically	əˈkuːstɪkli
acoustics	əˈkuːstɪks
acquaint	əˈkweɪnt
acquaintance	əˈkweɪntəns
acquaintances	əˈkweɪntənsɪz
acquaintanceship	əˈkweɪntənsʃɪp
acquainted	əˈkweɪntɪd, əˈkweɪnɪd
acquaviva	ɑːkwɑːˈviːvə
acquiesce	ˌækwiːˈɛs
acquiesced	ˌækwiːˈɛst
acquiescence	ˌækwiːˈɛsəns
acquiescing	ˌækwiːˈɛsɪŋ
acquire	əˈkwaɪɝ
acquired	əˈkwaɪɝd
acquirer	əˈkwaɪɝɝ
acquirer's	əˈkwaɪɝɝz
acquirers	əˈkwaɪɝɝz
acquires	əˈkwaɪɝz
acquiring	əˈkwaɪrɪŋ, əˈkwaɪɝɪŋ
acquisition	ˌækwəˈzɪʃən
acquisition's	ˌækwəˈzɪʃənz
acquisitions	ˌækwəˈzɪʃənz
acquisitive	əˈkwɪzətɪv
acquit	əˈkwɪt
acquitaine	ˈækwɪˌteɪn
acquits	əˈkwɪts
acquittal	əˈkwɪtəl
acquittals	əˈkwɪtəlz
acquitted	əˈkwɪtɪd
acquitting	əˈkwɪtɪŋ
acre	ˈeɪkɝ
acreage	ˈeɪkərɪdʒ, ˈeɪkrɪdʒ
acree	əˈkriː
acres	ˈeɪkɝz
acrey	ˈækri
acri	ˈɑːkri
acrid	ˈækrɪd
acrimonious	ˌækrəˈmoʊniːəs
acrimony	ˈækrɪˌmoʊni
acro	ˈækroʊ
acrobat	ˈækrəˌbæt
acrobatic	ˌækrəˈbætɪk
acrobatics	ˌækrəˈbætɪks
acrobats	ˈækrəˌbæts
acrolein	ˈækroʊˌliːn
acronym	ˈækrənɪm
acronyms	ˈækrənɪmz
acropolis	əˈkrɑːpələs
across	əˈkrɔs
acrylic	əˈkrɪlɪk
acrylics	əˈkrɪlɪks
act	ˈækt
act's	ˈækts
actava	ˌækˈtɑːvə
actava's	ˌækˈtɑːvəz
actavas	ˌækˈtɑːvəz
acted	ˈæktɪd
actel	ˈæktɛl
actigall	ˈæktɪgɔl
actin	ˈæktən
acting	ˈæktɪŋ
actinide	ˈæktɪˌnaɪd
actinidia	ˌæktɪˈnɪdiːə
actinomycosis	ˌækˌtɪnoʊˌmaɪˈkoʊsɪs
action	ˈækʃən
action's	ˈækʃənz
actionable	ˈækʃənəbəl
actions	ˈækʃənz
activase	ˈæktɪˌveɪz
activate	ˈæktəˌveɪt
activated	ˈæktɪˌveɪtɪd
activates	ˈæktəˌveɪts
activating	ˈæktəˌveɪtɪŋ
activation	ˌæktəˈveɪʃən
activator	ˈæktəˌveɪtɝ
active	ˈæktɪv
active's	ˈæktɪvz
actively	ˈæktɪvli
actives	ˈæktɪvz
activision	ˈæktɪˌvɪʒən
activism	ˈæktɪˌvɪzəm
activist	ˈæktɪvɪst
activists	ˈæktɪvɪsts
activists'	ˈæktɪvɪsts
activities	ækˈtɪvɪtiːz
activity	ækˈtɪvɪti
actmedia	æktˈmiːdiːə
actodine	ˈæktoʊˌdaɪn
acton	ˈæktən
actor	ˈæktɝ
actor's	ˈæktɝz
actors	ˈæktɝz
actors'	ˈæktɝz
actress	ˈæktrəs
actress's	ˈæktrəsɪz
actresses	ˈæktrəsɪz
acts	ˈækts, ˈæks
actual	ˈæktʃəwəl, ˈækʃəl
actuality	ˌæktʃuːˈæləˌtiː
actualize	ˈækˌtʃuːəˌlaɪz
actually	ˈækˌtʃuːəli, ˈæktʃli, ˈækʃəli
actuarial	ˌækˌtʃuːˈɛriːəl
actuaries	ˈækˌtʃuːˈɛˌriːz
actuary	ˈæktʃuːˈɛˌriː
actuate	ˈækˌtʃuːˈeɪt
actuator	ˈæktjuːˌeɪtɝ, ˈæktʃuːˌeɪtɝ
actuators	ˈæktjuːˌeɪtɝz, ˈæktʃuːˌeɪtɝz
actus	ˈæktəs
acuff	əˈkʌf
acuity	əˈkjuːəti
acumen	əˈkjuːmən
acuna	ɑːˈkuːnə
acupuncture	ˈækjuːˌpəŋktʃɝ
acura	ˈækjɝə
acura's	ˈækjɝəz
acuras	ˈækjɝəz
acuson	ˌæˈkjuːsən
acustar	ˈækjuːˌstɑːr
acusyst	ˈækjuːsɪst
acute	əˈkjuːt
acutely	əˈkjuːtli
acuteness	əˈkjuːtnəs
acyclovir	əˈsɪkloʊˌvɪr
ad	ˈæd
ad's	ˈædz
ad-hoc	ˈædˈhɑːk
ad-lib	ˈædˈlɪb
ad-nauseam	ˈædˈnɔziːɑːm
ad-nauseum	ˈædˈnɔziːəm
ada	ˈeɪdə
ada's	ˈeɪdəz
adabel	ˈædəbɛl
adabelle	ˈædəbəl
adachi	ɑːˈdɑːki
adage	ˈædədʒ
adagio	əˈdɑːʒiːˌoʊ
adah	ˈædɑː
adair	əˈdɛr
adaire	ɑːˈdɛr
adak	əˈdæk
adalah	ɑːˈdɑːlə
adalia	ɑːˈdɑːliːə
adam	ˈædəm
adam's	ˈædəmz
adamant	ˈædəmənt
adamantly	ˈædəməntli
adamcik	ˈɑːdəmtʃɪk
adamczak	ˈɑːdəmtʃæk
adamczyk	ˈɑːdəmtʃɪk
adame	ɑːˈdɑːmi
adamec	əˈdɑːmɛk
adamek	əˈdɑːmɛk
adames	əˈdeɪmz
adami	ɑːˈdɑːmi
adamik	əˈdɑːmɪk
adamina	ɑːdɑːˈmiːnə
adamkus	ˈædəmkəs
adamo	ɑːˈdɑːmoʊ
adamowicz	əˈdɑːməvɪtʃ
adams	ˈædəmz
adams'	ˈædəmz
adams's	ˈædəmzɪz
adamski	əˈdæmˌskiː
adamson	ˈædəmsən
adamstown	ˈædəmˌstaʊn
adan	ˈeɪdən
adapso	əˈdæpsoʊ
adapt	əˈdæpt
adaptability	əˌdæptəˈbɪləti
adaptable	əˈdæptəbəl
adaptaplex	əˈdæptəˌplɛks
adaptation	ˌædəpˈteɪʃən
adaptations	ˌædæpˈteɪʃənz, ˌædəpˈteɪʃənz
adaptec	əˈdæpˌtɛk
adaptec's	əˈdæpˌtɛks
adapted	əˈdæptɪd
adapter	əˈdæptɝ
adapters	əˈdæptɝz
adapting	əˈdæptɪŋ
adaptive	əˈdæptɪv
adaptor	əˈdæptɝ
adaptors	əˈdæptɝz
adapts	əˈdæpts
adar	əˈdɑːr
adarand	ˈædəˌrænd
adas	ˈeɪdəz
aday	əˈdeɪ
adaza	əˈdɑːzə
adcock	ədˈkɑːk
adcox	ədˈkɑːks
add	ˈæd
addair	əˈdɛr
addams	ˈædəmz
added	ˈædɪd
addendum	əˈdɛndəm
addendums	əˈdɛndəmz
addeo	ˈɑːdiːoʊ
adder	ˈædɝ
adderley	əˈdɝːli
addicks	ˈædɪks
addict	əˈdɪkt, ˈæˌdɪkt
addicted	əˈdɪktɪd
addicting	əˈdɪktɪŋ
addiction	əˈdɪkʃən
addictions	əˈdɪkʃənz
addictive	əˈdɪktɪv
addicts	əˈdɪkts, ˈæˌdɪkts
addidas	əˈdiːdəs
addidas'	əˈdiːdəs
addidas's	əˈdiːdəsɪz
addidases	əˈdiːdəsɪz
addie	ˈædi
adding	ˈædɪŋ
addington	ˈædɪŋtən
addis	ˈɑːdɪs
addis-ababa	ˈɑːdɪsəˈbɑːbɑː, ˈɑːdiːsəˈbɑːbɑː
addison	ˈædɪsən
addison's	ˈædɪsənz
addition	əˈdɪʃən
additional	əˈdɪʃənəl
additionally	əˈdɪʃəˌnəli
additions	əˈdɪʃənz
additive	ˈædɪtɪv
additives	ˈædɪtɪvz
addle	ˈædəl
addled	ˈædəld
addleman	ˈædəlmən
address	ˈæˌdrɛs, æˈdrɛs
addressable	æˈdrɛsəbəl
addressed	əˈdrɛst
addressee	ˌædrɛˈsiː
addresses	ˈæˈdrɛsɪz, æˈdrɛsɪz
addressing	æˈdrɛsɪŋ
adds	ˈædz
adduci	ɑːˈduːtʃi
adduct	ˈædəkt
addwest	ˌæˈdwɛst
addy	ˈædi
addyston	ˈædiːstən
ade	ˈeɪd
adee	əˈdiː
adel	əˈdɛl
adela	əˈdɛlə
adelaar	ˈædəˌlɑːr
adelaide	ˈædəˌleɪd
adelanto	ædəˈlɑːntoʊ
adelbert	əˈdɛlbɝt
adele	əˈdɛl
adele's	əˈdɛlz
adeline	ˈædəˌlaɪn
adelizzi	ˌædəˈliːzi
adell	əˈdɛl
adell's	əˈdɛlz
adelle	əˈdɛl
adelman	ˈædəlmən, ˈɛdəlmən
adelmann	ˈædəlmən
adelpha	əˈdɛlfə
adelphi	əˈdɛlfi
adelphia	əˈdɛlfiːə
adelphia's	əˈdɛlfiːəz
adelsberger	ˈædɪlzbɝgɝ
adelson	ˈædəlsən
adelstein	ˈædəlstaɪn, ˈædəlstiːn
aden	ˈeɪdən
adena	ˈædɪnə
adenauer	ˈeɪdəˌnaʊr, ˈædəˌnaʊr
adenine	ˈædəˌniːn
adenoid	ˈædəˌnɔɪd
adenoids	ˈædəˌnɔɪdz
adenoscan	əˈdɛnəˌskæn
adenosine	əˈdɛnəˌsiːn
adenovirus	əˈdɛnəˌvaɪrəs
adept	əˈdɛpt
adequacy	ˈædəkwəsi
adequate	ˈædəkwət, ˈædəˌkweɪt
adequately	ˈædəkwɪtli
ader	ˈeɪdɝ
aderhold	ˈædɝhoʊld
aderholt	ˈædɝhoʊlt
aderman	ˈædɝmən
ades	ˈeɪdz
adey	ˈeɪdi
adger	ˈædʒɝ
adham	ˈædhæm
adhere	ədˈhɪr
adhered	ædˈhɪrd
adherence	ədˈhɪrəns
adherent	ədˈhɪrənt
adherents	ædˈhɪrənts
adheres	ədˈhɪrz
adhering	ədˈhɪrɪŋ
adhesion	ædˈhiːʒən
adhesive	ædˈhiːsɪv, ədˈhiːsɪv
adhesives	ædˈhiːsɪvz, ədˈhiːsɪvz
adia	ˈɑːdiːə
adid	əˈdɪd
adidas	əˈdiːdəs
adidas's	əˈdiːdəsɪz
adieu	əˈduː
adin	əˈdɪn
adina	ɑːˈdiːnə
adine	ɑːˈdiːni
adinolfi	ɑːdiːˈnoʊlfi
adios	ˌɑːdiːˈoʊs
adipose	ˈædəˌpoʊs
adirondack	ˌædɝˈɑːndæk
adisq	əˈdɪsk, ˈeɪdɪsk
adjacent	əˈdʒeɪsənt
adjani	ædˈdʒɑːni
adjective	ˈædʒɪktɪv
adjectives	ˈædʒɪktɪvz
adjoin	əˈdʒɔɪn
adjoining	əˈdʒɔɪnɪŋ
adjoins	əˈdʒɔɪnz
adjourn	əˈdʒɝːn
adjourned	əˈdʒɝːnd
adjourning	əˈdʒɝːnɪŋ
adjournment	əˈdʒɝːnmənt
adjourns	əˈdʒɝːnz
adjudge	əˈdʒʌdʒ
adjudged	əˈdʒʌdʒd
adjudicate	əˈdʒuːdɪˌkeɪt
adjudicated	əˈdʒuːdəˌkeɪtɪd
adjudicating	əˈdʒuːdɪˌkeɪtɪŋ
adjudication	əˌdʒuːdəˈkeɪʃən
adjunct	ˈæˌdʒəŋkt
adjuncts	ˈæˌdʒəŋkts
adjust	əˈdʒʌst
adjustable	əˈdʒʌstəbəl
adjustables	əˈdʒʌstəbəlz
adjusted	əˈdʒʌstɪd
adjuster	əˈdʒʌstɝ
adjusters	əˈdʒʌstɝz
adjusting	əˈdʒʌstɪŋ
adjustment	əˈdʒʌstmənt
adjustments	əˈdʒʌstmənts
adjusts	əˈdʒʌsts
adjutant	ˈædʒətənt
adkins	ˈædkɪnz
adkinson	ˈædkɪnsən
adkison	ˈædkɪsən
adkisson	ˈædkɪsən
adl-tabataba	ˌɑːdəlˌtɑːbəˈtɑːbə
adl-tabatabai	ˌɑːdəlˌtɑːbəˌtəˈbaɪ
adlai	ɑːdˈlɑːi
adler	ˈædlɝ
adler's	ˈædlɝz
adlers	ˈædlɝz
adley	ˈædli
adlon	ˈædlɑːn
adlong	ˈædlɔŋ
adman	ˈædmən
admen	ˈædmən
admin	ˈædmɪn
administer	ədˈmɪnɪstɝ
administered	ədˈmɪnɪstɝd
administering	ædˈmɪnɪˌstɝːɪŋ
administers	ædˈmɪnɪstɝz
administrate	ædˈmɪnɪˌstreɪt
administrating	ədˈmɪnɪˌstreɪtɪŋ
administration	ædˌmɪnɪˈstreɪʃən
administration's	ædˌmɪnɪˈstreɪʃənz
administrations	ædˌmɪnɪˈstreɪʃənz
administrations'	ædˌmɪnɪˈstreɪʃənz
administrative	ədˈmɪnɪˌstreɪtɪv
administratively	ædˌmɪnɪˈstreɪtɪvli
administrator	ədˈmɪnɪˌstreɪtɝ
administrator's	ædˈmɪnɪˌstreɪtɝz
administrators	ædˈmɪnɪˌstreɪtɝz
administrators'	ædˈmɪnɪˌstreɪtɝz
admins	ˈædmɪnz
admira	ædˈmaɪrə
admira's	ædˈmaɪrəz
admirable	ˈædmɝəbəl, ˈædmrəbəl
admirably	ˈædmɝəbli
admiral	ˈædmɝəl
admiral's	ˈædmɝəlz
admirals	ˈædmɝəlz
admiralty	ˈædmɝəlti
admiration	ˌædmɝˈeɪʃən
admirations	ˌædmɝˈeɪʃənz
admire	ædˈmaɪr
admired	ədˈmaɪɝd
admirer	ædˈmaɪrɝ
admirers	ədˈmaɪrɝz
admires	ædˈmaɪrz
admiring	ædˈmaɪrɪŋ
admiringly	ædˈmaɪrɪŋli
admissibility	ədˌmɪsəˈbɪləti
admissible	ədˈmɪsəbəl
admission	ædˈmɪʃən, ədˈmɪʃən
admissions	ædˈmɪʃənz, ədˈmɪʃənz
admit	ədˈmɪt
admits	ədˈmɪts
admittance	ədˈmɪtəns
admitted	ədˈmɪtəd
admittedly	ædˈmɪtɪdli
admitting	ædˈmɪtɪŋ, ədˈmɪtɪŋ
admonish	ædˈmɑːnɪʃ
admonished	ədˈmɑːnɪʃt
admonishes	ædˈmɑːnɪʃɪz
admonishing	ædˈmɑːnɪʃɪŋ
admonishment	ædˈmɑːnɪʃmɛnt
admonition	ˌædməˈnɪʃən
admonitions	ˌædməˈnɪʃənz
admonitory	ˌædˈmɔnɪˌtɔri
adnan	ˈædnən
adney	ˈædni
ado	əˈduː
adobe	əˈdoʊbi
adobe's	əˈdoʊbiːz
adolescence	ˌædəˈlɛsəns, ˌædoʊˈlɛsəns
adolescent	ˌædəˈlɛsənt, ˌædoʊˈlɛsənt
adolescents	ˌædəˈlɛsənts, ˌædoʊˈlɛsənts
adolf	ˈeɪdɑːlf
adolf's	ˈeɪdɑːlfs
adolfo	əˈdɑːlˌfoʊ
adolph	ˈeɪdɔlf
adolpha	ɑːˈdoʊlfə
adolphson	ˈædoʊlfsən
adolphus	əˈdɔlfəs
adon	ɑːˈdɔn
adonia	ɑːˈdoʊniːə
adonis	əˈdɑːnəs
adopt	əˈdɑːpt
adoptable	əˈdɑːptəbəl
adopted	əˈdɑːptəd
adoptee	əˈdɑːpˈtiː
adoptees	əˈdɑːpˈtiːz
adopter	əˈdɑːptɝ
adopters	əˈdɑːptɝz
adopting	əˈdɑːptɪŋ
adoption	əˈdɑːpʃən
adoptions	əˈdɑːpʃənz
adoptive	əˈdɑːptɪv
adopts	əˈdɑːpts
ador	ɑːˈdɔr
adora	ɑːˈdɔrə
adorabelle	ˈædɝəbəl
adorable	əˈdɔrəbəl
adoration	ˌædɝˈeɪʃən
adore	əˈdɔr
adored	əˈdɔrd
adoree	ædɝˈiː
adorees	ædɝˈiːz
adores	əˈdɔrz
adoring	əˈdɔrɪŋ
adorn	əˈdɔrn
adorna	ɑːˈdɔrnə
adorned	əˈdɔrnd
adorning	əˈdɔrnɪŋ
adornment	əˈdɔrnmənt
adorno	ɑːˈdɔrnoʊ
adorns	əˈdɔrnz
adra	ˈeɪdrə
adragna	ɑːˈdrɑːgnə
adrda	ˈeɪdɝdə
adrea	ˈɑːdriːə
adrenal	əˈdriːnəl
adrenalin	əˈdrɛnəlɪn
adrenaline	əˈdrɛnələn
adria	ˈɑːdriːə
adrian	ˈeɪdriːən
adriana	ˌeɪdriːˈænə
adriance	ɑːˈdriːəns
adriano	ɑːdriːˈɑːnoʊ
adriatic	ˌeɪdriːˈætɪk
adriel	əˈdriːl
adrienne	ɑːdriːˈɛn
adrift	əˈdrɪft
adroit	əˈdrɔɪt
adroitly	əˈdrɔɪtli
ads	ˈædz
ads'	ˈædz
adsit	ˈædsɪt
adss	ˈæds, ˈeɪˈdiːˈɛˈsɛs
adstar	ˈædstɑːr
adsteam	ˈædstiːm
adtec	ˈædˌtɛk
adulate	ˈædʒəˌleɪt
adulation	ˌædʒəˈleɪʃən
aduliadae	əˌduːliːˈɑːdeɪ
adult	əˈdʌlt, ˈædəlt
adulterate	əˈdʌltɝˌeɪt
adulterated	əˈdʌltɝˌeɪtɪd
adulterates	əˈdʌltɝˌeɪts
adulteration	əˌdəltɝˈeɪʃən
adulterer	əˈdʌltɝɝ
adulterers	əˈdʌltɝɝz
adulterous	əˈdʌltɝəs
adultery	əˈdʌltɝi
adulthood	əˈdʌltˌhʊd
adults	əˈdʌlts, ˈædəlts
adults'	əˈdʌlts, ˈædəlts
adusdur	ˈædəsdɝ
advacare	ˈædvəˌkɛr
advalue	ˈædvəˌluː
advance	ədˈvæns
advance's	ədˈvænsɪz
advanced	ədˈvænst
advancement	ədˈvænsmənt
advancements	ədˈvænsmənts
advancer	ədˈvænsɝ
advancers	ədˈvænsɝz
advances	ədˈvænsɪz
advancing	ədˈvænsɪŋ
advani	ædˈvɑːni
advanta	ædˈvæntə, ədˈvæntə
advanta's	ædˈvæntəz, ədˈvæntəz
advantage	ædˈvæntɪdʒ
advantaged	ædˈvæntɪdʒd
advantageous	ˌædvənˈteɪdʒəs
advantages	ædˈvæntɪdʒɪz
advantest	ædˈvæntəst
advection	ædˈvɛkʃən
advent	ˈædˌvɛnt
adventist	ˈædˌvɛntɪst
adventists	ˈædˌvɛntɪsts, ˈædˌvɛntɪs
adventure	ædˈvɛntʃɝ, ədˈvɛntʃɝ
adventurer	ædˈvɛntʃɝɝ, ədˈvɛntʃɝɝ
adventurers	ædˈvɛntʃɝɝz, ədˈvɛntʃɝɝz
adventures	ædˈvɛntʃɝz
adventuresome	ædˈvɛntʃɝsəm
adventurism	ædˈvɛntʃɝˌɪzəm
adventurous	ædˈvɛntʃɝəs
adverb	ˈædvɝb
adverbial	ædˈvɝːbiːəl
adverbs	ˈædvɝbz
adversarial	ˌædvɝˈsɛriːəl
adversaries	ˈædvɝˌsɛriːz
adversary	ˈædvɝˌsɛri
adverse	ædˈvɝːs, ˈædˌvɝːs, ˌædˈvɝːs
adversely	ædˈvɝːsli
adversity	ædˈvɝːsɪˌtiː
advertise	ˈædvɝˌtaɪz
advertised	ˈædvɝˌtaɪzd, ˌædvɝˈtaɪzd
advertisement	ædˈvɝːtəzmənt, ˌædvɝˈtaɪzmənt
advertisements	ˈædvɝˌtaɪzmənts
advertiser	ˈædvɝˌtaɪzɝ
advertiser's	ˈædvɝˌtaɪzɝz
advertisers	ˈædvɝˌtaɪzɝz
advertisers'	ˈædˌvɝːˌtaɪzɝz
advertises	ˈædvɝˌtaɪzɪz
advertising	ˈædvɝˌtaɪzɪŋ
advertising's	ˈædvɝˌtaɪzɪŋz
advertorial	ˌædvɝˈtɔriːəl
advertorials	ˌædvɝˈtɔriːəlz
advest	ˈædvɛst
advice	ædˈvaɪs, ədˈvaɪs
advil	ˈædˌvɪl
advil's	ˈædˌvɪlz
advisability	ˌædˌvaɪzəˈbɪlɪti
advisable	ədˈvaɪzəbəl
advise	ædˈvaɪz, ədˈvaɪz
advised	ædˈvaɪzd, ədˈvaɪzd
advisedly	ædˈvaɪzədli, ədˈvaɪzədli
advisement	ədˈvaɪzmənt
adviser	ædˈvaɪzɝ
adviser's	ədˈvaɪzɝz
advisers	ædˈvaɪzɝz
advisers'	ˌædˈvaɪzɝz
advises	ædˈvaɪzɪz
advising	ædˈvaɪzɪŋ
advisor	ædˈvaɪzɝ
advisories	ədˈvaɪzɝiːz
advisors	ædˈvaɪzɝz
advisory	ædˈvaɪzɝi
advo	ˈædvoʊ
advocacy	ˈædvəkəsi
advocate	ˈædvəkət, ˈædvəˌkeɪt
advocate's	ˈædvəkəts
advocated	ˈædvəˌkeɪtɪd
advocates	ˈædvəkəts, ˈædvəˌkeɪts
advocating	ˈædvəˌkeɪtɪŋ
advocation	ˌædvəˈkeɪʃən
adweek	ˈædwiːk
adwell	əˈdwɛl
ady	ˈeɪdi
adz	ˈædz
ae	ˈeɪ
aegean	ˌeɪˈdʒiːən
aegerter	ˈɛgɝtɝ
aegis	ˈiːdʒəs
aegon	ˈeɪgɑːn
aeltus	ˈæltəs
aeneas	ˈæniːəs
aeneid	əˈniːɪd
aeolus	ˈɛoʊlʊs
aequitron	ˈeɪkwɪtrɑːn
aer	ˈɛr
aerial	ˈɛriːəl
aerials	ˈɛriːəlz
aerie	ˈɛri
aerien	ˈɛriːən
aeriens	ˈɛriːənz
aeritalia	ˌɛrɪˈtæljə
aero	ˈɛroʊ
aerobatic	ˌɛrəˈbætɪk
aerobatics	ˌɛrəˈbætɪks
aerobic	ɛˈroʊbɪk
aerobically	ɛˈroʊbɪkli
aerobics	ɝˈoʊbɪks
aerodrome	ˈɛrəˌdroʊm
aerodromes	ˈɛrəˌdroʊmz
aerodynamic	ˌɛroʊdaɪˈnæmɪk
aerodynamically	ˌɛroʊdaɪˈnæmɪkli
aerodynamicist	ˌɛroʊdaɪˈnæmɪsɪst
aerodynamicists	ˌɛroʊdaɪˈnæmɪsɪsts, ˌɛroʊdaɪˈnæmɪsɪs
aerodynamics	ˌɛroʊdaɪˈnæmɪks
aerodyne	ˈɛrəˌdaɪn
aerodyne's	ˈɛrəˌdaɪnz
aeroflot	ˈɛroʊˌflɑːt
aeroflot's	ˈɛroʊˌflɑːts
aerogenosa	ˈɛrədʒəˌnoʊsə
aerojet	ˈɛroʊˌdʒɛt
aerojets	ˈɛroʊˌdʒɛts
aerolift	ˈɛroʊˌlɪft
aerolifts	ˈɛroʊˌlɪfts
aerolineas	ˌɛroʊˈlɪniːəs
aeromar	ˈɛrəmɑːr, ˈɛroʊmɑːr
aeromexico	ˌɛroʊˈmɛksɪˌkoʊ
aeromexico's	ˌɛroʊˈmɛksɪˌkoʊz
aeronautic	ˌɛroʊˈnɑːtək
aeronautical	ˌɛroʊˈnɑːtəkəl, ˌɛrəˈnɑːtəkəl
aeronauticas	ˌɛroʊˈnɔtɪkəs
aeronautics	ˌɛrəˈnɔtɪks
aeroperu	ˌɛroʊpeɪˈruː
aeroperu's	ˌɛroʊpeɪˈruːz
aeroquip	ˈɛrəˌkwɪp
aerosmith	ˈɛroʊˌsmɪθ
aerosmith's	ˈɛroʊˌsmɪθs
aerosol	ˈɛrəˌsɑːl
aerosols	ˈɛrəˌsɑːlz
aerospace	ˈɛroʊˌspeɪs
aerospace's	ˈɛroʊˌspeɪsɪz
aerospatiale	ˌɛroʊˌspɑːsiːˈɑːl
aerospatiale's	ˌɛroʊˌspɑːsiːˈɑːlz
aerostar	ˈɛroʊˌstɑːr
aerostar's	ˈɛroʊˌstɑːrz
aerostars	ˈɛroʊˌstɑːrz
aerostat	ˈɛroʊˌstæt
aerostat's	ˈɛroʊˌstæts
aerostats	ˈɛroʊˌstæts
aerotech	ˈɛroʊˌtɛk
aerovias	ɛroʊˈviːəz
aerts	ˈɛrts
aeschelus	ˈɛskələs
aeschliman	ˈɛʃliːmən
aesop	ˈiːˌsɑːp
aesop's	ˈiːˌsɑːps
aesthenopia	æsθəˈnɔpjə
aesthete	ˈɛsθiːt
aesthete's	ˈɛsθiːts
aesthetes	ˈɛsθiːts
aesthetic	ɛsˈθɛtɪk
aesthetically	ɛsˈθɛtɪkli
aesthetics	ɛsˈθɛtɪks
aetna	ˈɛtnə
aetna's	ˈɛtnəz
afanasyev	ˌæfəˈneɪsiːɛv
afar	əˈfɑːr
affable	ˈæfəbəl
affably	ˈæfəbli
affair	əˈfɛr
affair's	əˈfɛrz
affairs	əˈfɛrz
affect	əˈfɛkt
affectation	ˌæfɛkˈteɪʃən
affected	əˈfɛktɪd
affecting	əˈfɛktɪŋ
affection	əˈfɛkʃən
affectionate	əˈfɛkʃənət
affectionately	əˈfɛkʃənətli
affections	əˈfɛkʃənz
affective	əˈfɛktɪv
affectively	əˈfɛktɪvli
affects	əˈfɛkts
affeldt	ˈæfɪlt
afferent	ˈæfɝənt
affiant	ˈæfiːənt
affidavit	ˌæfəˈdeɪvət
affidavits	ˌæfɪˈdeɪvɪts
affiliate	əˈfɪliːˌeɪt, əˈfɪliːət
affiliate's	əˈfɪliːˌeɪts
affiliated	əˈfɪliːˌeɪtɪd
affiliated's	əˈfɪliːˌeɪtɪdz
affiliates	əˈfɪliːəts, əˈfɪliːˌeɪts
affiliates'	əˈfɪliːɪts
affiliating	əˈfɪliːˌeɪtɪŋ
affiliation	əˌfɪliːˈeɪʃən
affiliations	əˌfɪliːˈeɪʃənz
affine	əˈfaɪn
affined	əˈfaɪnd
affines	əˈfaɪnz
affining	əˈfaɪnɪŋ
affinities	əˈfɪnətiːz
affinity	əˈfɪnɪti
affirm	əˈfɝːm
affirmation	ˌæfɝˈmeɪʃən
affirmations	ˌæfɝˈmeɪʃənz
affirmative	əˈfɝːmətɪv
affirmatively	əˈfɝːmətɪvli
affirmed	əˈfɝːmd
affirming	əˈfɝːmɪŋ
affirms	əˈfɝːmz
affix	ˈæfɪks, əˈfɪks
affixed	əˈfɪkst
affixes	ˈæfɪksɪz, əˈfɪksɪz
affixing	əˈfɪksɪŋ
affleck	ˈæflɪk
afflerbach	ˈæflɝˌbɑːk
afflict	əˈflɪkt
afflicted	əˈflɪktɪd
afflicting	əˈflɪktɪŋ
affliction	əˈflɪkʃən
afflictions	əˈflɪkʃənz
afflicts	əˈflɪkts
afflik	ˌæˈflɪk
affluence	ˈæfluːəns
affluent	ˈæfluːənt
affolter	ˈæfoʊltɝ
afford	əˈfɔrd
affordability	əˌfɔrdəˈbɪləti
affordable	əˈfɔrdəbəl
affordably	əˈfɔrdəbli
afforded	əˈfɔrdəd
affording	əˈfɔrdɪŋ
affords	əˈfɔrdz
affricate	ˈæfrəkət
affricates	ˈæfrəkəts
affrication	ˌæfrəˈkeɪʃən
affront	əˈfrʌnt
affronted	əˈfrʌntɪd
affronting	əˈfrʌntɪŋ
affronts	əˈfrʌnts
affymax	ˈæfiːˌmæks
afghan	ˈæfˌgæn
afghani	æfˈgɑːni
afghani's	æfˈgæniːz
afghanis	æfˈgæniːz
afghanistan	æfˈgænəˌstæn
afghanistan's	æfˈgænəˌstænz
afghanistans	æfˈgænəˌstænz
afghans	ˈæfˌgænz
afheldt	ˈæˌfɛlt
aficionado	əˌfiːʃjəˈnɑːˌdoʊ
aficionados	əˌfɪʃəˈnɑːdoʊz
afield	əˈfiːld
afire	əˈfaɪr
aflame	əˈfleɪm
aflatoxin	ˌæfləˈtɑːksɪn
afloat	əˈfloʊt
aflutter	əˈflʌtɝ
afmed	ˈæfmɛd
afonso	əˈfɑːnsoʊ
afoot	əˈfʊt
aforementioned	əˈfɔrˌmɛnʃənd
aforesaid	əˈfɔrˌsɛd
aforethought	əˈfɔrˌθɑːt
afoul	əˈfaʊl
afraid	əˈfreɪd
afresh	əˈfrɛʃ
africa	ˈæfrɪkɑː
africa's	ˈæfrɪkɑːz
african	ˈæfrɪkɑːn
african-american	ˈæfrɪkənəˈmɛrɪkən
african-americans	ˈæfrɪkənəˈmɛrɪkənz
africanist	ˈæfrɪkɑːnɪst
